syntaxon,total_nr_of_observations,total_nr_of_releves,total_nr_of_species,mean_nr_of_species,stdev_nr_of_species,mean_nr_of_species_vasc,stdev_nr_of_species_vasc,mean_area,stdev_area,mean_cover_total,stdev_cover_total,mean_cover_trees,stdev_cover_trees,mean_cover_shrubs,stdev_cover_shrubs,mean_cover_herbs,stdev_cover_herbs,mean_cover_mosses,stdev_cover_mosses,mean_height_herbs,stdev_height_herbs,mean_ell_nitrogen,stdev_ell_nitrogen,perc5_ell_nitrogen,perc25_ell_nitrogen,perc50_ell_nitrogen,perc75_ell_nitrogen,perc95_ell_nitrogen,mean_ell_ph,stdev_ell_ph,perc5_ell_ph,perc25_ell_ph,perc50_ell_ph,perc75_ell_ph,perc95_ell_ph,mean_ell_light,stdev_ell_light,perc5_ell_light,perc25_ell_light,perc50_ell_light,perc75_ell_light,perc95_ell_light,mean_ell_temperature,stdev_ell_temperature,perc5_ell_temperature,perc25_ell_temperature,perc50_ell_temperature,perc75_ell_temperature,perc95_ell_temperature,mean_ell_moisture,stdev_ell_moisture,perc5_ell_moisture,perc25_ell_moisture,perc50_ell_moisture,perc75_ell_moisture,perc95_ell_moisture,mean_ell_salt,stdev_ell_salt,perc5_ell_salt,perc25_ell_salt,perc50_ell_salt,perc75_ell_salt,perc95_ell_salt,mean_ell_mowing,stdev_ell_mowing,perc5_ell_mowing,perc25_ell_mowing,perc50_ell_mowing,perc75_ell_mowing,perc95_ell_mowing,mean_ww_c_n,stdev_ww_c_n,perc5_ww_c_n,perc25_ww_c_n,perc50_ww_c_n,perc75_ww_c_n,perc95_ww_c_n,mean_ww_ca,stdev_ww_ca,perc5_ww_ca,perc25_ww_ca,perc50_ww_ca,perc75_ww_ca,perc95_ww_ca,mean_ww_cl,stdev_ww_cl,perc5_ww_cl,perc25_ww_cl,perc50_ww_cl,perc75_ww_cl,perc95_ww_cl,mean_ww_ghg,stdev_ww_ghg,perc5_ww_ghg,perc25_ww_ghg,perc50_ww_ghg,perc75_ww_ghg,perc95_ww_ghg,mean_ww_glg,stdev_ww_glg,perc5_ww_glg,perc25_ww_glg,perc50_ww_glg,perc75_ww_glg,perc95_ww_glg,mean_ww_gvg,stdev_ww_gvg,perc5_ww_gvg,perc25_ww_gvg,perc50_ww_gvg,perc75_ww_gvg,perc95_ww_gvg,mean_ww_k,stdev_ww_k,perc5_ww_k,perc25_ww_k,perc50_ww_k,perc75_ww_k,perc95_ww_k,mean_ww_mg,stdev_ww_mg,perc5_ww_mg,perc25_ww_mg,perc50_ww_mg,perc75_ww_mg,perc95_ww_mg,mean_ww_nh4,stdev_ww_nh4,perc5_ww_nh4,perc25_ww_nh4,perc50_ww_nh4,perc75_ww_nh4,perc95_ww_nh4,mean_ww_no3,stdev_ww_no3,perc5_ww_no3,perc25_ww_no3,perc50_ww_no3,perc75_ww_no3,perc95_ww_no3,mean_ww_ntot,stdev_ww_ntot,perc5_ww_ntot,perc25_ww_ntot,perc50_ww_ntot,perc75_ww_ntot,perc95_ww_ntot,mean_ww_ph_h2o,stdev_ww_ph_h2o,perc5_ww_ph_h2o,perc25_ww_ph_h2o,perc50_ww_ph_h2o,perc75_ww_ph_h2o,perc95_ww_ph_h2o,mean_ww_po4,stdev_ww_po4,perc5_ww_po4,perc25_ww_po4,perc50_ww_po4,perc75_ww_po4,perc95_ww_po4,mean_ww_ptot,stdev_ww_ptot,perc5_ww_ptot,perc25_ww_ptot,perc50_ww_ptot,perc75_ww_ptot,perc95_ww_ptot,mean_ww_vocht,stdev_ww_vocht,perc5_ww_vocht,perc25_ww_vocht,perc50_ww_vocht,perc75_ww_vocht,perc95_ww_vocht,mean_div_shannon_all,stdev_div_shannon_all,perc5_div_shannon_all,perc25_div_shannon_all,perc50_div_shannon_all,perc75_div_shannon_all,perc95_div_shannon_all,mean_div_eveness_all,stdev_div_eveness_all,perc5_div_eveness_all,perc25_div_eveness_all,perc50_div_eveness_all,perc75_div_eveness_all,perc95_div_eveness_all,mean_div_simpson_all,stdev_div_simpson_all,perc5_div_simpson_all,perc25_div_simpson_all,perc50_div_simpson_all,perc75_div_simpson_all,perc95_div_simpson_all,mean_div_shannon_vasc,stdev_div_shannon_vasc,perc5_div_shannon_vasc,perc25_div_shannon_vasc,perc50_div_shannon_vasc,perc75_div_shannon_vasc,perc95_div_shannon_vasc,mean_div_eveness_vasc,stdev_div_eveness_vasc,perc5_div_eveness_vasc,perc25_div_eveness_vasc,perc50_div_eveness_vasc,perc75_div_eveness_vasc,perc95_div_eveness_vasc,mean_div_simpson_vasc,stdev_div_simpson_vasc,perc5_div_simpson_vasc,perc25_div_simpson_vasc,perc50_div_simpson_vasc,perc75_div_simpson_vasc,perc95_div_simpson_vasc,mean_phylogenetic_distance,stdev_phylogenetic_distance,perc5_phylogenetic_distance,perc25_phylogenetic_distance,perc50_phylogenetic_distance,perc75_phylogenetic_distance,perc95_phylogenetic_distance
r16RG17,599,51,,,,,,,,,,,,,,,,,,,,6.548380634390649,0.4507136415397789,5.82,6.21,6.5,6.86,7.27,6.672559999999997,0.3749429908666124,6.0,6.5,6.73,6.9,7.18,6.863422370617689,0.22878967362693595,6.48,6.72,6.9,7.0,7.19,5.481096892138936,0.26440904362116563,5.0,5.33,5.53,5.67,5.82,5.764537815126049,0.4798118467002267,5.11,5.44,5.7,6.0,6.67,0.31327212020033407,0.17738118431293473,0.1,0.18,0.29,0.4,0.64,6.509148580968276,0.4700184093583106,5.67,6.23,6.57,6.82,7.2,12.657278797996648,0.7450859206268888,11.72,12.18,12.54,13.0,14.07,1735.8213856427371,363.0007812938557,1200.76,1488.84,1708.94,1942.04,2423.07,171.5163272120203,76.59697665435253,63.75,115.25,164.56,218.71,301.52,35.68083472454091,6.387695912417248,24.39,32.11,35.35,39.33,45.48,92.8151085141903,7.667292867309776,79.17,88.55,92.41,97.45,104.29,61.813606010016635,8.385250028976158,48.07,56.88,61.22,66.76,76.3,151.26527545909838,18.88079159802882,117.03,139.88,150.5,163.44,184.42,126.14464106844729,24.171497222134352,96.46,110.69,120.93,134.05,169.58,5.126227045075125,0.5748212658579946,4.37,4.74,5.03,5.39,6.21,11.369181969949922,2.9845738333783847,7.45,9.45,10.98,12.57,16.14,2945.5170283806315,574.7108885546046,2192.5,2538.94,2864.34,3185.02,4064.65,6.369265442403992,0.15482920092862534,6.1,6.29,6.37,6.47,6.6,1.6731385642737875,1.5208932769148806,1.15,1.43,1.59,1.74,2.03,427.0908013355588,62.44181261219195,339.39,382.54,421.78,456.31,537.71,26.992353923205336,3.053783274687601,22.6,24.94,26.65,28.72,32.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r12RG04,278,34,,,,,,,,,,,,,,,,,,,,5.50967509025271,0.6036449776603753,4.43,5.17,5.5,5.93,6.29,6.789507575757574,0.4638362595789422,6.0,6.5,6.88,7.11,7.43,7.1954316546762564,0.22655615500816156,6.82,7.05,7.19,7.36,7.58,5.3901845018450105,0.2373290083617923,4.91,5.25,5.41,5.58,5.69,7.235379061371847,0.740970397978696,6.11,6.62,7.22,7.65,8.65,0.5509712230215826,0.31021365212261753,0.2,0.33,0.48,0.69,1.19,5.567672727272727,0.7237370455313038,4.12,5.09,5.64,6.07,6.71,13.090143884892091,0.7330506726343382,11.9,12.57,13.03,13.52,14.42,3460.34370503597,770.7963761634949,2304.39,2845.88,3447.67,4039.43,4680.58,515.9535971223021,163.540044382277,287.45,427.61,499.45,585.47,829.0,7.282194244604315,11.104729461284146,-14.12,0.59,8.2,15.29,23.71,60.04474820143883,13.657453933957827,30.51,52.26,60.09,70.03,80.0,25.387446043165447,11.27891317132219,4.13,18.56,25.75,33.79,42.5,213.38151079136688,33.03268487996973,164.41,190.79,209.56,233.96,275.36,252.35992805755365,62.80519469987962,164.31,204.84,244.26,292.63,375.27,6.467482014388487,0.8747152412491963,5.12,5.81,6.41,6.97,8.08,10.077589928057552,2.79366426381041,6.22,8.14,9.88,11.81,14.99,4938.882122302162,1222.6841246827616,3415.65,3945.16,4756.53,5551.49,7257.37,6.410719424460431,0.19803764008106509,6.08,6.28,6.4,6.54,6.72,1.2035611510791362,0.9198310262021728,0.64,0.88,1.12,1.32,1.7,591.5740647482017,117.93004675231415,426.21,499.64,575.86,670.34,802.78,36.514172661870475,4.783767125669258,29.36,33.0,36.31,39.63,44.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r18AA01,767,27,,,,,,,,,,,,,,,,,,,,3.887066492829203,0.8457587257462,2.55,3.19,3.9,4.55,5.19,4.120458115183244,0.8736386115770817,2.78,3.38,4.06,4.67,5.73,6.477483702737925,0.43811443134131434,5.55,6.25,6.55,6.78,7.06,5.158575197889185,0.3393460675771948,4.44,5.0,5.23,5.38,5.56,5.491955380577435,0.7754207954927421,4.28,5.0,5.44,5.94,6.88,0.18691906005221928,0.14167557993539437,0.0,0.07,0.17,0.27,0.44,4.646718954248364,0.8806891720381888,3.2,4.07,4.59,5.22,6.1,18.349543676662314,2.486917776374922,14.13,16.6,18.38,20.34,22.21,599.198226857888,412.5543255981413,145.77,321.85,495.92,760.84,1316.39,76.13142112125165,47.71955263534069,14.0,42.46,72.77,101.02,142.95,67.75443285528036,17.126448416684376,37.62,58.26,68.38,80.1,92.14,138.63677966101682,22.485851415495542,100.75,126.06,139.48,154.19,172.68,56.505853976532094,11.354950652595335,35.21,50.65,57.83,64.07,71.94,58.37771838331161,22.532497664200168,29.26,42.16,55.69,70.54,98.04,66.00800521512393,41.02367407024406,24.81,41.9,56.09,79.28,142.4,7.864328552803116,1.4488775627784003,5.32,6.86,8.04,8.91,10.07,5.553428943937416,2.9808775345493506,1.62,3.1,5.21,7.31,10.82,2092.190990873536,721.3307451608257,1069.27,1656.94,2006.74,2386.74,3374.65,5.033233376792693,0.5375182980731305,4.22,4.62,4.99,5.41,6.01,0.8689178617992175,2.8565923211883684,0.35,0.49,0.68,0.91,1.28,325.8526466753583,83.90910804676517,186.23,272.43,327.15,374.66,457.73,16.616401564537206,5.118986524265994,9.43,12.83,16.08,19.24,26.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r14CB01C,140,70,,,,,,,,,,,,,,,,,,,,3.5481428571428566,0.41381601452523686,2.77,3.29,3.53,3.82,4.19,5.943571428571431,0.5115886620945321,4.94,5.61,5.96,6.36,6.78,6.938428571428575,0.28770836282738865,6.52,6.72,6.86,7.18,7.48,5.284571428571422,0.22138967400288118,4.88,5.13,5.3,5.44,5.62,4.150285714285712,0.35695526501858715,3.61,3.95,4.18,4.33,4.63,0.12071428571428576,0.1025018665833029,0.0,0.05,0.1,0.15,0.32,4.572571428571427,0.32312618373051244,4.04,4.36,4.56,4.79,5.18,12.743142857142848,1.0617674521518257,11.28,11.93,12.55,13.51,14.79,337.19085714285717,139.11035616930548,199.94,237.15,300.43,402.25,507.55,95.29657142857143,40.1067320279175,46.11,70.67,88.45,108.58,155.35,79.26899999999995,7.13838159929426,67.62,75.85,79.47,84.3,88.78,139.69657142857142,7.238481270407543,124.79,135.89,140.23,144.73,148.0,60.271999999999984,4.4973054154682455,51.28,57.51,61.1,63.29,66.18,36.18200000000001,9.696363618830075,24.23,29.22,35.11,41.11,50.44,43.476857142857135,14.032571248232973,30.85,35.03,41.1,47.14,60.85,4.722857142857142,0.5368563065453837,3.93,4.34,4.69,5.08,5.64,4.050714285714287,1.308046877085474,2.38,3.15,3.7,4.71,6.67,824.0811428571433,230.51837796300293,570.28,652.98,772.81,936.6,1178.48,6.321999999999998,0.22220068149567596,5.93,6.17,6.35,6.5,6.61,1.2279999999999989,0.15383293349790683,0.95,1.11,1.21,1.34,1.51,135.11500000000004,34.709292734696525,95.19,109.85,125.2,156.76,180.02,10.782857142857145,2.1156269876848346,8.03,9.38,10.24,12.13,14.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r27AB02,221,86,,,,,,,,,,,,,,,,,,,,4.818095238095241,0.5930945403448324,4.0,4.33,4.79,5.21,5.86,7.326153846153837,0.27077680642082985,6.86,7.17,7.36,7.5,7.75,7.836728110599075,0.22248260904980838,7.44,7.67,7.8,8.0,8.14,5.981545893719802,0.10451880338444464,5.75,6.0,6.0,6.0,6.12,6.8846927374301705,0.42724045079605644,5.86,6.67,6.91,7.14,7.67,5.874930875576036,1.4924751716792324,2.94,4.86,6.0,6.8,8.0,6.24925925925926,0.9764445174957967,4.33,5.43,6.25,6.67,7.67,10.623981900452485,0.468871254254376,10.03,10.31,10.52,10.8,11.52,2534.258625592419,356.65913651314276,2018.3,2336.62,2531.53,2721.15,3125.56,1931.922036199095,303.9237927908255,1296.38,1740.85,1946.37,2161.46,2331.09,12.000633484162892,5.318387429246444,4.68,8.8,12.14,14.43,18.32,66.08904977375565,5.406314014535868,58.2,63.34,66.24,68.25,72.15,27.45745454545453,6.409477490597759,15.59,23.09,27.55,31.24,37.45,312.98464454976295,41.64323167460632,240.75,284.44,313.48,339.38,371.51,265.19327272727287,32.829042536064186,203.41,250.21,265.17,286.19,317.5,4.207409090909093,0.45993983392009685,3.62,3.85,4.1,4.42,5.13,8.806545454545448,1.2613480785281317,6.93,7.77,8.72,9.64,11.05,1750.121344537816,527.8443583746443,1140.62,1312.09,1591.02,2061.12,2892.9,7.947184873949579,0.2545915650238371,7.48,7.78,8.0,8.15,8.28,2.4993636363636362,0.3551613647925717,1.81,2.27,2.51,2.73,3.04,383.4900436681224,51.524434017963316,312.93,342.3,378.46,410.43,467.39,31.96348416289592,2.3320938266427067,28.17,30.95,32.34,33.2,35.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r29AA01A,268,134,,,,,,,,,,,,,,,,,,,,3.762910447761194,0.5206193565057453,2.84,3.45,3.8,4.14,4.54,4.977902621722848,0.7430386681913559,3.46,4.45,5.0,5.5,6.09,7.395671641791046,0.22568452344187265,7.04,7.25,7.38,7.54,7.76,5.235205992509358,0.424699337008519,4.35,5.0,5.25,5.5,5.86,7.035074626865671,0.4635968176726452,6.1,6.78,7.05,7.33,7.71,0.708358208955224,0.5306953957117285,0.25,0.42,0.53,0.73,1.85,5.256240601503758,0.783851203372304,4.08,4.5,5.31,5.78,6.57,13.995298507462675,1.49487567011516,12.23,13.02,13.63,14.56,17.37,2398.9920895522373,560.9774096378499,1289.67,2065.69,2436.48,2784.94,3250.91,681.9940298507472,251.92394060396865,319.76,540.73,632.92,802.84,1161.43,3.7611940298507465,12.29493998848963,-14.47,-5.11,2.44,10.17,25.44,60.20074626865672,15.36376132754119,38.6,50.33,58.46,68.54,86.23,10.48171641791045,7.873141716414444,-2.47,5.36,10.07,15.14,24.32,143.83701492537324,32.80187722216955,86.28,124.48,143.45,167.4,191.39,230.44350746268682,50.56526544023069,134.48,198.2,233.31,266.53,299.68,6.036417910447761,0.6501026359669344,5.01,5.56,6.05,6.47,7.06,3.725000000000001,1.2341966690566166,1.89,3.07,3.71,4.3,5.42,3194.631791044775,629.2043629877037,2227.09,2718.0,3185.16,3659.29,4209.33,6.159999999999994,0.3899253659930015,5.36,5.94,6.2,6.37,6.72,0.8861940298507464,0.2235627220952232,0.52,0.72,0.85,1.05,1.26,370.0360447761194,66.52564534138358,262.04,326.54,365.7,413.42,486.26,29.854776119402974,3.7484519623514676,22.39,27.85,30.66,32.51,35.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r46AA01C,84,42,,,,,,,,,,,,,,,,,,,,6.826428571428581,0.3243001360334168,6.19,6.58,6.85,7.06,7.38,6.576190476190474,0.46735808837168935,5.67,6.28,6.64,6.93,7.12,5.266190476190478,0.37228350935526067,4.65,5.0,5.19,5.57,5.87,5.468333333333332,0.29164489714676317,4.88,5.28,5.44,5.65,5.92,5.529761904761903,0.19583141553555092,5.17,5.42,5.48,5.64,5.9,0.08452380952380956,0.10000481847801564,0.0,0.0,0.05,0.11,0.28,5.565897435897436,0.7140466764485859,4.33,5.14,5.4,5.8,6.86,17.772857142857134,1.381278368748599,15.76,16.87,17.67,18.72,19.84,630.4490476190474,237.33037149178,313.78,464.8,578.62,778.61,1050.8,42.47857142857141,30.378227837229282,17.98,22.54,31.66,44.33,101.51,71.73214285714286,8.51310461406813,59.93,64.95,70.31,76.9,82.67,135.91714285714286,10.81838542784024,119.44,126.92,134.64,140.98,151.73,92.17714285714284,6.931617445312695,79.02,88.06,92.41,96.13,101.13,80.5595238095238,15.126321422382992,58.32,70.25,78.86,88.91,102.52,72.39666666666665,12.439629007380802,52.18,66.17,69.73,81.33,91.16,7.873095238095239,0.9118518261397884,6.59,7.43,7.7,8.45,9.18,22.70357142857142,2.875350762394516,17.74,20.88,22.98,25.36,26.32,2225.9985714285713,174.07329979845014,1987.45,2089.35,2205.93,2344.69,2545.06,5.389047619047618,0.3003474933806596,4.9,5.18,5.41,5.59,5.8,0.5733333333333333,0.20296219055196169,0.28,0.42,0.54,0.7,0.9,424.23809523809507,24.170697651150054,384.21,407.26,422.17,445.17,456.99,19.29,1.874495487680174,15.01,18.33,19.35,20.76,21.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r08BC04,668,42,,,,,,,,,,,,,,,,,,,,4.768181818181816,0.7184377181224113,3.52,4.27,4.77,5.29,6.0,5.68868512110726,0.7940448775940115,4.33,5.09,5.73,6.25,7.0,7.2189939939939824,0.32380300701401005,6.76,7.0,7.18,7.4,7.82,5.133387622149844,0.2593752006268316,4.67,5.0,5.15,5.33,5.5,8.442356495468287,0.5971795793145124,7.38,8.05,8.47,8.83,9.33,0.2063253012048193,0.15806164791173102,0.0,0.11,0.18,0.29,0.5,4.952942176870748,0.845270767343739,3.4,4.42,5.0,5.57,6.29,14.616452095808379,0.7602165341814876,13.47,14.09,14.59,15.04,15.88,4764.216482035928,761.9145019486699,3426.92,4320.31,4776.85,5288.4,6032.1,311.69323353293396,84.70096403469405,167.35,253.32,308.44,365.21,450.48,-8.515374251496986,9.771591722951566,-21.95,-16.4,-9.74,-2.33,9.64,35.38206586826349,13.349167837724313,16.46,25.14,33.87,44.3,59.9,10.847215568862268,9.056460047626148,-2.36,3.61,9.76,16.74,25.8,217.41188622754527,31.36557287873135,164.76,197.79,216.92,235.96,268.63,390.86732035928145,81.50090236728549,252.53,340.16,389.94,441.4,529.3,8.779371257485048,1.0969493189184565,7.01,8.03,8.73,9.51,10.7,9.468622754491,3.0954487386506626,5.0,7.42,8.99,11.04,15.42,7466.156212574842,1222.9372265053637,5453.31,6751.71,7418.52,8170.91,9543.55,5.807350299401185,0.1708704819496531,5.49,5.71,5.82,5.92,6.07,0.6097305389221555,0.3251088060541594,0.34,0.46,0.55,0.7,0.91,957.0815419161675,167.12757007600132,665.02,850.8,950.9,1072.7,1250.58,47.360613772455096,4.221913365714029,39.48,44.8,47.45,49.92,54.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r08RG09,270,17,,,,,,,,,,,,,,,,,,,,6.337105263157897,0.640626077267039,5.2,6.0,6.38,6.71,7.21,6.523127572016457,0.5448578288730263,5.38,6.27,6.64,6.83,7.2,7.091835205992515,0.232639960282168,6.74,6.94,7.09,7.25,7.47,5.610273437499995,0.20535678612340427,5.27,5.44,5.62,5.75,5.9,8.849473684210526,0.9862062312267595,7.36,8.0,9.0,9.73,10.25,0.2562313432835821,0.16092426206783172,0.0,0.13,0.25,0.38,0.5,4.940776699029126,0.9474095384952709,3.4,4.11,5.0,5.71,6.21,13.884925925925932,0.8218176523854245,12.77,13.3,13.7,14.53,15.08,4706.052999999995,1129.5239257713347,3078.33,3835.46,4546.19,5617.24,6577.9,447.1924074074076,97.6123141164441,293.7,374.14,458.75,515.13,597.33,-7.713592592592578,12.619312068939351,-23.6,-19.0,-10.39,2.04,12.42,35.58444444444441,16.952263398171578,13.72,20.61,33.44,49.03,62.07,12.719962962962951,13.23691637745791,-4.0,0.77,9.91,22.56,35.72,259.8839999999999,39.586676316379204,202.75,229.36,253.56,288.47,324.71,393.8521851851856,113.78509050953028,232.74,296.91,380.22,482.88,586.92,8.284740740740745,1.4549605211035184,6.08,6.96,8.25,9.4,10.53,17.312925925925907,5.325952875453371,9.99,12.79,16.4,21.11,26.64,8900.757555555567,2121.3199392029373,5674.19,7040.75,8995.95,10702.01,12058.32,6.187518518518509,0.17739929232193574,5.87,6.09,6.21,6.29,6.42,3.4558148148148145,13.159824772381299,0.5,0.78,1.15,1.54,3.65,941.3360370370368,171.4804993649222,682.97,784.75,949.87,1092.56,1191.07,47.39481481481484,7.077428739189045,36.36,41.41,47.43,53.59,57.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r31BA02D,34,17,,,,,,,,,,,,,,,,,,,,5.875882352941177,0.38507537571584477,5.05,5.5,5.83,6.12,6.41,5.405294117647059,0.43035030391884815,4.59,5.18,5.53,5.67,6.0,6.666470588235295,0.1696342493328302,6.33,6.56,6.69,6.73,6.81,5.775294117647059,0.13933107617802773,5.56,5.62,5.79,5.87,6.0,4.794705882352941,0.20807571153333546,4.31,4.63,4.83,4.94,5.0,0.2358823529411764,0.16602830458652354,0.0,0.07,0.25,0.33,0.47,6.2853125,0.43318575962714884,5.33,6.0,6.29,6.47,6.7,12.18294117647059,0.3396670464177316,11.37,11.86,12.23,12.45,12.61,857.9794117647057,137.5615586039077,577.63,748.65,851.23,950.52,1085.3,111.28235294117648,50.96479667717728,35.75,59.86,112.85,147.88,179.01,47.35235294117647,4.738742113325961,39.78,44.53,46.64,48.43,56.23,106.75647058823527,4.766492039936919,98.39,103.91,106.46,108.78,115.12,70.02764705882352,4.609259899008624,63.0982353571429,66.5945033333333,69.9589757575758,72.5159333333333,75.4107444444445,104.92764705882354,14.868531922233997,66.57,89.89,108.46,113.1,123.2,70.40882352941178,9.244886588145992,50.38,61.27,71.22,75.48,84.82,3.1452941176470586,0.20801916334400317,2.83,2.92,3.17,3.31,3.46,5.836470588235294,1.0011813091747321,4.24,5.05,5.74,6.2,7.23,1534.764117647059,227.16316413949795,1033.76,1361.92,1485.29,1720.89,1824.24,6.407058823529409,0.09479170389874683,6.27,6.35,6.38,6.44,6.58,2.971176470588235,0.19493233676574812,2.62,2.8,2.94,3.08,3.23,330.63705882352934,43.7491802632052,204.2,297.67,342.48,360.08,372.95,14.500588235294117,1.5090958359940339,11.88,13.13,14.51,15.67,16.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r39RG02,269,27,,,,,,,,,,,,,,,,,,,,3.7223045267489705,0.8386529211051932,2.33,3.2,3.7,4.17,5.25,3.69189516129032,0.656663761342483,2.6,3.22,3.69,4.0,4.88,5.921729323308267,0.5085531759306652,5.0,5.53,5.88,6.27,6.75,4.650090497737557,0.5858273269219614,3.88,4.18,4.5,4.9,5.75,6.8500000000000005,0.8729361946900813,5.4,6.0,6.96,7.57,8.15,0.07920948616600784,0.09325560728159613,0.0,0.0,0.0,0.14,0.25,3.050532544378697,0.6934966374965128,2.25,2.5,2.8,3.33,4.39,22.258475836431234,1.7740069478170342,19.44,20.98,22.21,23.59,24.92,481.85159851301125,435.1191952783458,49.65,84.12,328.21,773.05,1356.89,58.632118959107835,50.768857682440526,13.57,16.09,32.39,99.53,144.86,68.4600743494424,25.644627037749117,27.3,45.08,67.42,92.01,103.38,144.90646840148705,34.01466436137555,87.11,114.28,144.66,174.75,190.9,45.35252788104091,16.712373716665894,16.73,33.6,45.49,59.01,69.99,50.52189591078064,21.21764340290431,23.79,30.53,45.41,66.98,85.82,88.19301115241632,67.79472076092593,17.75,25.1,59.36,137.72,206.45,10.97973977695167,0.8578998342420371,9.47,10.46,11.09,11.62,12.05,4.6585501858736045,2.6623437242808143,1.0,2.62,4.36,6.06,9.64,2745.4376208178464,867.6791580626715,1549.4,1950.85,2563.48,3437.9,4050.69,4.3085501858736075,0.3652189574578279,3.72,4.01,4.27,4.58,4.88,0.28721189591078083,0.08097475217904389,0.21,0.24,0.28,0.3,0.41,472.9972490706319,105.18732844098358,305.53,382.23,457.48,551.33,636.88,15.246840148698887,6.466797502704898,6.93,9.17,15.32,20.27,26.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
r38AB01C,763,382,,,,,,,,,,,,,,,,,,,,5.381325459317587,0.6258514004466733,4.33,4.96,5.38,5.81,6.42,6.425272244355903,0.6134873744033639,5.25,6.05,6.44,6.86,7.38,6.891225296442675,0.4121494165953406,6.22,6.58,6.92,7.2,7.5,5.40815303430079,0.24670711125561667,5.0,5.25,5.42,5.57,5.79,4.84351458885941,0.47326870909381297,4.19,4.5,4.78,5.08,5.69,0.2138138925294888,0.20761455355448136,0.0,0.08,0.15,0.29,0.63,4.319136490250699,0.8411855480315908,2.62,3.83,4.4,4.92,5.6,14.114901703800795,1.4819183962671494,11.92,13.15,13.98,14.92,16.96,502.94174311926525,278.2601900373264,245.3,329.81,420.11,584.21,986.11,178.68158584534729,99.79828751305718,78.68,111.9,156.22,209.75,350.58,68.03577981651384,10.401586216556463,47.69,62.4,69.97,74.72,82.06,130.55494102228033,12.053555941790332,107.4,124.63,131.64,137.81,147.64,65.26472440944877,6.882796175375704,53.19,61.83,66.46,69.34,74.24,57.92279161205767,19.486397774748824,35.28,44.52,53.0,67.28,94.46,65.18764089121876,27.537156177050516,39.1,49.34,57.85,71.83,109.02,5.6794364351245035,0.8576677950966071,4.36,5.1,5.58,6.18,7.24,10.10745740498033,2.789820681151839,5.75,8.12,10.0,11.88,15.23,1325.1759895150713,440.70495035068706,800.03,1036.33,1236.65,1531.44,2260.03,6.255792922673647,0.3564029470383826,5.62,6.04,6.32,6.51,6.7,1.0692267365661854,0.2615310395201098,0.64,0.89,1.05,1.24,1.57,229.19764089121912,61.90150317310486,145.19,186.91,218.36,260.1,340.19,13.598165137614677,3.4043100873205687,9.26,11.28,12.96,15.44,19.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
